OBJECTID,SN_ID,WBenUse
71216,56613.513779999994-0-A-4003922,StockWatering
71217,56613.513779999994-0-A-4003924,StockWatering
71218,56613.513779999994-0-C-4006296,StockWatering
71219,56613.513779999994-0-C-4006297,StockWatering
71220,56613.513779999994-0-C-4006298,StockWatering
71221,56613.513779999994-0-C-4006299,StockWatering
71222,56613.513779999994-0-C-4006300,StockWatering
71223,56613.513779999994-0-C-4006301,StockWatering
71224,56613.513779999994-0-C-4006302,StockWatering
71225,56613.513779999994-0-C-4006303,StockWatering
71226,56613.513779999994-0-C-4006304,StockWatering
71227,56613.513779999994-0-C-4006305,StockWatering
71228,56613.513779999994-0-C-4006306,StockWatering
71229,56613.513779999994-0-C-4006307,StockWatering
71230,56613.513779999994-0-C-4006319,StockWatering
71231,56613.513779999994-0-C-4006320,StockWatering
71232,56613.513779999994-0-C-4006321,StockWatering
71233,56613.51437999999-0-C-4006335,Agricultural
71234,56613.52047-0-C-2901055,Agricultural
71235,56613.52047-0-C-2901056,Agricultural
71236,56613.52808-0-C-4402451,StockWatering
71237,56613.52808-0-C-4402452,StockWatering
71238,56613.52808-0-C-4402453,StockWatering
71239,56613.52808-0-C-4402454,StockWatering
71240,56613.52808-0-C-4402455,StockWatering
71241,56613.52808-0-C-4402456,StockWatering
71242,56613.52808-0-C-4402457,StockWatering
71243,56613.52808-0-C-4402458,StockWatering
71244,56613.52808-0-C-4402459,StockWatering
71245,56613.52808-0-C-4402460,StockWatering
71246,56613.52808-0-C-4402461,StockWatering
71247,56613.530510000004-0-C-4200620,Agricultural
71248,56613.530510000004-0-C-4200807,Agricultural
71249,56613.5308-0-C-3001677,Agricultural
71250,56613.53111-0-C-4006282,Agricultural
71251,56613.53111-0-C-4006283,Agricultural
71252,56613.53112000001-0-A-3600818,Other
71253,56613.53112000001-0-A-3609040,Other
71254,56613.53112000001-0-C-3600818,Other
71255,56613.53112000001-0-C-3609040,Other
71256,56613.54387-0-C-4002871,Domestic
71257,56613.54422-0-C-4303166,Industrial
71258,56613.54481-0-A-7205417,Other
71259,56613.54587-0-C-3201055,Agricultural
71260,56613.54786-0-C-4006379,StockWatering
71261,56613.54949-0-C-3100999,Agricultural
71262,56613.54949-0-C-3101000,Agricultural
71263,56613.54969-0-C-4006313,Other
71264,56613.55152000001-0-C-3001828,Municipal
71265,56613.55152000001-0-C-5204031,Other
71266,56613.55152000001-0-C-5205130,Other
71267,56613.55152000001-0-C-5205133,Other
71268,56613.55152000001-0-C-5205134,Other
71269,56613.55152000001-0-C-5205135,Other
71270,56613.55152000001-0-C-5205136,Other
71271,56613.55152000001-0-C-5205137,Other
71272,56613.55152000001-0-C-5209008,Other
71273,56613.55152000001-0-C-5209011,Other
71274,56613.552729999996-0-C-4006237,Agricultural
71275,56613.5554-0-C-4006534,Other
71276,56613.5559-0-C-3605504,Other
71277,56613.556079999995-0-C-4001407,Other
71278,56613.55631-0-C-4005273,Agricultural
71279,56613.55933-0-C-3001676,Agricultural
71280,56613.56126-0-C-5802781,Domestic
71281,56613.563389999996-0-C-4200856,Other
71282,56613.563389999996-0-C-4200857,Other
71283,56613.56382999999-0-C-4001704,Agricultural
71284,56613.564-0-C-3001671,Agricultural
71285,56613.564-0-C-3001672,Agricultural
71286,56613.564-0-C-4006277,Other
71287,56613.564-0-C-7800760,Agricultural
71288,56613.5643-0-C-3805753,Agricultural
71289,56613.564589999994-0-C-4200619,Agricultural
71290,56613.564679999996-0-C-4006240,Agricultural
71291,56613.56491-0-C-3605504,Agricultural
71292,56613.564979999996-0-C-4006248,Agricultural
71293,56613.56521-0-C-3005263,Domestic
71294,56613.56521-0-C-4003064,Agricultural
71295,56613.565220000004-0-C-3909080,Other
71296,56613.565220000004-0-C-3909081,Other
71297,56613.565220000004-0-C-3909082,Other
71298,56613.565220000004-0-C-3909083,Other
71299,56613.565220000004-0-C-3909084,Other
71300,56613.565220000004-0-C-3909085,Other
71301,56613.565220000004-0-C-3909086,Other
71302,56613.565220000004-0-C-3909087,Other
71303,56613.565220000004-0-C-3909088,Other
71304,56613.565220000004-0-C-3909089,Other
71305,56613.565220000004-0-C-3909090,Other
71306,56613.5656-0-C-5900639,Other
71307,56613.56567-0-A-4003876,Other
71308,56614,Domestic
71309,56638.0-0-C-3001906,Other
71310,56638.0-0-C-3001932,Other
71311,56638.0-0-C-3001933,Other
71312,56638.0-0-C-4002410,Other
71313,56638.0-0-C-4006272,Other
71314,56638.0-0-C-4006285,Other
71315,56638.0-0-C-4006551,Other
71316,56638.0-0-C-4006552,Other
71317,56638.0-0-C-4100701,Other
71318,56638.0-0-C-4100705,Other
71319,56638.0-0-C-4100886,Other
71320,56638.0-0-C-6001318,Other
71321,56638.0-0-C-6001358,Other
71322,56638.0-0-C-6001942,Other
71323,56638.0-0-C-6001943,Other
71324,56638.0-0-C-6001945,Other
71325,566419,Domestic
71326,56645.0-0-A-4003885,Other
71327,56652.0-0-C-5802777,StockWatering
71328,56652.0-0-C-5802778,StockWatering
71329,56652.0-0-C-5802779,StockWatering
71330,56655,Other
71331,566559,Agricultural
71332,566559,Other
71333,56659,Domestic
71334,56659.0-0-C-3001667,Agricultural
71335,566591,Agricultural
71336,566591,StockWatering
71337,56662.0-0-C-3001666,Agricultural
71338,56666,Domestic
71339,56666.0-0-C-6001935,Domestic
71340,56667,Agricultural
71341,56668,Agricultural
71342,56668,Domestic
71343,566685,Domestic
71344,566878,Other
71345,566878,Agricultural
71346,566879,Other
71347,566879,Agricultural
71348,566880,Agricultural
71349,566880,Other
71350,56694,Other
71351,56699.0-0-C-4200620,Agricultural
71352,56703.0-0-C-4303033,Agricultural
71353,56714.0-0-A-5105341,Domestic
71354,56714.0-0-C-5105341,Domestic
71355,56715.0-0-C-3817062,Other
71356,56718.0-0-C-3201060,Agricultural
71357,56733,Domestic
71358,56733.0-0-C-4006267,Agricultural
71359,56735,Other
71360,56738.0-0-C-4001193,Agricultural
71361,56742.0-0-C-3001665,Agricultural
71362,56744.0-0-C-4100644,Agricultural
71363,56750.0-0-C-5802772,Domestic
71364,56751.0-0-C-3001664,Agricultural
71365,56756.0-0-C-2800688,Agricultural
71366,56756.0-0-C-5700762,Agricultural
71367,56758.0-0-C-4006534,Other
71368,56764.0-0-C-3001669,Agricultural
71369,56764.0-0-C-3001670,Agricultural
71370,56764.0-0-C-3817086,Other
71371,56764.0-0-C-3817093,Other
71372,56764.0-0-C-3817094,Other
71373,56765.0-0-C-3001668,Agricultural
71374,56765.0-0-C-4002136,Industrial
71375,56766.0-0-C-4100646,Agricultural
71376,56770.0-0-C-4006280,Agricultural
71377,56779.0-0-C-2900652,Agricultural
71378,56784,Domestic
71379,567916,Domestic
71380,56792.0-0-C-3100998,Industrial
71381,567928,Other
71382,567929,Other
71383,567930,Other
71384,56794.0-0-C-3709024,Municipal
71385,56794.0-0-C-3809246,Other
71386,56795.0-0-C-4006262,Agricultural
71387,567978,Domestic
71388,568,Other
71389,568057,Domestic
71390,56806.0-0-A-5703551,Other
71391,56809.0-0-C-4006260,Agricultural
71392,56809.0-0-C-4006261,Agricultural
71393,56809.0-0-C-4500642,Agricultural
71394,56810.0-0-C-4006264,Agricultural
71395,56810.0-0-C-4006265,Agricultural
71396,56810.0-0-C-4006266,Agricultural
71397,568103,Domestic
71398,56812.0-0-C-4402437,Municipal
71399,56817.0-0-C-4006257,Agricultural
71400,56823.0-0-C-3809246,Other
71401,568239,Agricultural
71402,568239,Other
71403,568239,Domestic
71404,56824,Domestic
71405,568245,Domestic
71406,568245,Agricultural
71407,56826.0-0-C-2901043,Agricultural
71408,56826.0-0-C-3805822,Other
71409,56826.0-0-C-3807979,Other
71410,56826.0-0-C-3809246,Other
71411,56827.0-0-C-3101001,Recreation
71412,56829.0-0-C-3201057,Agricultural
71413,56836.0-0-C-3906398,Wildlife
71414,56841.0-0-C-3817045,Other
71415,56843.0-0-C-3810543,Other
71416,56843.0-0-C-4006124,Industrial
71417,568436,Domestic
71418,568441,Domestic
71419,568441,Commercial
71420,56853,Domestic
71421,56862,Industrial
71422,56862,Other
71423,568678,Other
71424,56868.0-0-C-5802609,Agricultural
71425,56868.0-0-C-5802665,Agricultural
71426,56868.0-0-C-5802666,Agricultural
71427,56868.0-0-C-5802667,Agricultural
71428,56868.0-0-C-5802668,Agricultural
71429,56868.0-0-C-5802669,Agricultural
71430,56868.0-0-C-5802844,Agricultural
71431,56868.0-0-C-5802845,StockWatering
71432,568680,Other
71433,568680,Agricultural
71434,568681,Agricultural
71435,568681,Other
71436,568682,Agricultural
71437,568682,Other
71438,568683,Other
71439,568684,Other
71440,568685,Other
71441,568711,Domestic
71442,568762,Agricultural
71443,568762,Other
71444,56880,Domestic
71445,56885.0-0-C-3801988,Agricultural
71446,56885.0-0-C-3807981,Other
71447,56885.0-0-C-3809255,Other
71448,56886.0-0-A-4003985,Agricultural
71449,56886.0-0-C-7205506,Other
71450,568863,Domestic
71451,56891.0-0-C-4100832,Agricultural
71452,56897.0-0-C-4006026,Agricultural
71453,56897.0-0-C-4006099,Agricultural
71454,56897.0-0-C-4006100,Agricultural
71455,56897.0-0-C-4006101,Agricultural
71456,569,Domestic
71457,56900.0-0-C-2801129,Agricultural
71458,56900.0-0-C-4200853,Other
71459,569001,Commercial
71460,56903.0-0-C-3817043,Other
71461,569064,Other
71462,569064,Domestic
71463,56911,Domestic
71464,56911.0-0-C-7201746,Agricultural
71465,56914.0-0-C-4006304,Agricultural
71466,56914.0-0-C-5205139,Agricultural
71467,56915,Agricultural
71468,56916.0-0-C-2800798,Agricultural
71469,569212,Domestic
71470,56923,Agricultural
71471,56923,Domestic
71472,569252,Other
71473,56929,Other
71474,569311,Domestic
71475,569311,Other
71476,569323,Domestic
71477,569391,Industrial
71478,56945.0-0-A-4003958,Agricultural
71479,56947.0-0-C-2900789,Agricultural
71480,56948.0-0-C-5802915,Agricultural
71481,56960.0-0-C-5305166,Other
71482,56960.0-0-C-5305168,Other
71483,56960.0-0-C-5309002,Other
71484,56961.0-0-C-3005184,Agricultural
71485,56966.0-0-A-5103600,Other
71486,56966.0-0-A-5103745,Other
71487,56966.0-0-A-5109163,Other
71488,56966.0-0-C-5103600,Other
71489,56966.0-0-C-5103745,Other
71490,56966.0-0-C-5109163,Other
71491,56967.0-0-C-3705647,Municipal
71492,56967.0-0-C-3705648,Municipal
71493,56970.0-0-C-4100752,Agricultural
71494,569719,Domestic
71495,569719,Agricultural
71496,56974.0-0-A-3817070,Other
71497,56974.0-0-C-3817070,Other
71498,56975.0-0-C-3701443,Other
71499,56975.0-0-C-3701444,Other
71500,56975.0-0-C-3709155,Other
71501,56976.0-0-A-3809129,Other
71502,56976.0-0-A-6003887,Other
71503,56976.0-0-C-3809129,Other
71504,56976.0-0-C-5303598,Other
71505,56976.0-0-C-5303599,Other
71506,56976.0-0-C-5303600,Other
71507,56976.0-0-C-5309026,Other
71508,56977.0-0-A-4008261,Agricultural
71509,56977.0-0-C-3903956,Other
71510,56977.0-0-C-3909004,Other
71511,56978.0-0-C-3701416,Recreation
71512,56978.0-0-C-3701417,Recreation
71513,56978.0-0-C-3701418,Recreation
71514,56978.11674-0-C-4000751,Agricultural
71515,56978.16934-0-C-3000502,Agricultural
71516,56978.16934-0-C-3000617,Agricultural
71517,56978.18414-0-C-3601122,Agricultural
71518,56978.19082999999-0-C-4006386,Agricultural
71519,56978.24197-0-C-4002107,Agricultural
71520,56978.25719-0-C-6300654,Domestic
71521,56978.25719-0-C-7300582,Domestic
71522,56978.27636-0-C-4001141,StockWatering
71523,56978.30859-0-C-4402445,StockWatering
71524,56978.31224-0-C-3705587,StockWatering
71525,56978.31224-0-C-3705588,StockWatering
71526,56978.31224-0-C-3705589,StockWatering
71527,56978.35793-0-C-4001833,Agricultural
71528,56978.35793-0-C-4003032,Agricultural
71529,56978.35793-0-C-4003033,Agricultural
71530,56978.35793-0-C-4003036,Agricultural
71531,56978.36889-0-C-5801334,Domestic
71532,56978.3902-0-C-5205424,Wildlife
71533,56978.3902-0-C-5305244,Wildlife
71534,56978.403529999996-0-C-3201079,Agricultural
71535,56978.40542-0-A-7703704,Other
71536,56978.426060000005-0-C-7201757,Agricultural
71537,56978.42872999999-0-C-6001357,StockWatering
71538,56978.429879999996-0-C-4001247,Agricultural
71539,56978.43596-0-C-3800893,Agricultural
71540,56978.445589999996-0-C-5205128,StockWatering
71541,56978.445589999996-0-C-5205129,StockWatering
71542,56978.445589999996-0-C-7205470,Wildlife
71543,56978.445589999996-0-C-7205471,Wildlife
71544,56978.445589999996-0-C-7205472,Wildlife
71545,56978.445589999996-0-C-7205473,Wildlife
71546,56978.445589999996-0-C-7205474,Wildlife
71547,56978.445589999996-0-C-7205475,Wildlife
71548,56978.445589999996-0-C-7205476,Wildlife
71549,56978.445589999996-0-C-7205477,Wildlife
71550,56978.445589999996-0-C-7205478,Wildlife
71551,56978.445589999996-0-C-7205494,Wildlife
71552,56978.445589999996-0-C-7205495,Wildlife
71553,56978.445589999996-0-C-7205496,Wildlife
71554,56978.445589999996-0-C-7205497,Wildlife
71555,56978.445589999996-0-C-7205498,Wildlife
71556,56978.445589999996-0-C-7205499,Wildlife
71557,56978.445589999996-0-C-7205500,Wildlife
71558,56978.445589999996-0-C-7205501,Wildlife
71559,56978.445589999996-0-C-7205502,Wildlife
71560,56978.44925-0-C-6200546,Domestic
71561,56978.461260000004-0-C-3800893,Agricultural
71562,56978.46449-0-C-7201756,Agricultural
71563,56978.464629999995-0-C-4005287,Domestic
71564,56978.46886-0-C-4600566,Agricultural
71565,56978.46886-0-C-4600567,Agricultural
71566,56978.47982000001-0-C-3600912,Agricultural
71567,56978.47982000001-0-C-3600926,Agricultural
71568,56978.47982000001-0-C-3600982,Agricultural
71569,56978.47982000001-0-C-3605580,Agricultural
71570,56978.47982000001-0-C-3605581,Agricultural
71571,56978.48759-0-C-3001390,Agricultural
71572,56978.48777000001-0-C-7205493,Other
71573,56978.49672999999-0-A-7703711,Other
71574,56978.51255-0-C-5900859,Agricultural
71575,56978.52522999999-0-C-3101004,Agricultural
71576,56978.52522999999-0-C-3101005,Agricultural
71577,56978.527760000004-0-C-4001137,Recreation
71578,56978.527760000004-0-C-4100753,Agricultural
71579,56978.53112000001-0-C-3801893,Fire
71580,56978.532210000005-0-C-5705047,Commercial
71581,56978.53446-0-C-3400838,Agricultural
71582,56978.53446-0-C-3400839,Agricultural
71583,56978.534779999994-0-C-3901074,Agricultural
71584,56978.53751-0-C-3001681,Agricultural
71585,56978.54385-0-A-5604452,Industrial
71586,56978.54385-0-C-5604452,Industrial
71587,56978.54573-0-C-2901047,Agricultural
71588,56978.54878-0-C-6801090,Agricultural
71589,56978.54907000001-0-A-3003635,Other
71590,56978.54907000001-0-A-3003636,Other
71591,56978.54907000001-0-A-3003639,Other
71592,56978.54938-0-C-4001450,Agricultural
71593,56978.54939-0-C-5101081,Agricultural
71594,56978.54953-0-C-5300894,Agricultural
71595,56978.556079999995-0-C-2800885,Agricultural
71596,56978.55972999999-0-A-7204127,Wildlife
71597,56978.55972999999-0-C-7201771,Agricultural
71598,56978.56002999999-0-C-3101006,Agricultural
71599,56978.56002999999-0-C-3101007,Agricultural
71600,56978.56002999999-0-C-3101008,Agricultural
71601,56978.560170000004-0-C-4002126,Agricultural
71602,56978.56062999999-0-C-3101009,Agricultural
71603,56978.56382999999-0-C-2901046,Agricultural
71604,56978.564-0-C-4002120,Agricultural
71605,56978.56464-0-C-3817076,Other
71606,56978.56485-0-C-3005220,Agricultural
71607,56978.56541-0-A-3807985,Other
71608,56978.56541-0-A-3809257,Other
71609,56978.56541-0-C-3800572,Other
71610,56978.56638-0-C-4002344,Other
71611,56978.56638-0-C-4002366,Other
71612,56978.56638-0-C-4002374,Other
71613,56978.56638-0-C-4006437,Other
71614,56978.56672-0-C-3005227,Domestic
71615,56978.56672-0-C-4002050,Other
71616,56978.56672-0-C-4002061,Power
71617,56978.56752999999-0-C-4100758,Wildlife
71618,56978.56764-0-C-2901045,Agricultural
71619,56978.56765-0-C-3001704,Agricultural
71620,56978.56794-0-C-3803571,Other
71621,56978.56794-0-C-3805381,Other
71622,56978.56794-0-C-3817064,Other
71623,56978.56823-0-C-3817064,Other
71624,56978.56825-0-C-2800915,Domestic
71625,56978.56826-0-A-5805151,Agricultural
71626,56978.56826-0-A-5805152,Agricultural
71627,56978.56826-0-C-5805153,Agricultural
71628,56978.56835-0-C-4402474,Wildlife
71629,56978.56835-0-C-4402475,Wildlife
71630,56978.568479999994-0-A-5705046,Industrial
71631,56978.568479999994-0-C-5705046,Industrial
71632,56978.56854-0-A-4003972,Other
71633,56978.56857-0-C-6805088,Domestic
71634,56978.56887-0-C-6801468,Domestic
71635,56978.56887-0-C-6801469,Domestic
71636,56978.56887-0-C-6801470,Other
71637,56978.56917-0-A-3817073,Other
71638,56978.56917-0-C-3817073,Other
71639,56978.56932-0-C-4002129,Agricultural
71640,56978.569339999995-0-A-3805598,Other
71641,56978.569489999994-0-C-3807987,Other
71642,56978.569489999994-0-C-3809258,Other
71643,56978.569489999994-0-C-4303169,Agricultural
71644,56978.56967999999-0-A-5705045,Industrial
71645,56978.56967999999-0-C-5705045,Industrial
71646,56978.56969-0-A-3817067,Other
71647,56978.56969-0-C-3817067,Other
71648,56978.56977-0-A-3709057,Other
71649,56978.56977-0-C-3709057,Other
71650,56978.56978-0-C-2901050,Agricultural
71651,56979.0-0-C-4002128,Power
71652,56982,Other
71653,56982,Agricultural
71654,569837,Agricultural
71655,569837,StockWatering
71656,569850,Domestic
71657,569852,Domestic
71658,569852,Agricultural
71659,56989.0-0-C-3801564,Power
71660,56991.0-0-C-3700719,Other
71661,57,Domestic
71662,570,Domestic
71663,57001.0-0-A-5105669,Commercial
71664,57001.0-0-C-5105669,Commercial
71665,57001.0-0-C-5109133,Commercial
71666,57003.0-0-C-3201900,Other
71667,57003.0-0-C-3201901,Other
71668,57003.0-0-C-4001919,Other
71669,57003.0-0-C-4100891,Other
71670,57003.0-0-C-4402438,Other
71671,57003.0-0-C-4402444,Other
71672,57003.0-0-C-6300698,Other
71673,57003.0-0-C-6300815,Other
71674,57003.0-0-C-6300816,Other
71675,57003.0-0-C-6801354,Other
71676,57003.0-0-C-6801501,Other
71677,57010.0-0-C-3801893,Domestic
71678,57019,Agricultural
71679,57019,Other
71680,5702,Domestic
71681,57030.0-0-C-3001872,Agricultural
71682,57030.0-0-C-3001873,StockWatering
71683,57030.0-0-C-3001874,StockWatering
71684,57030.0-0-C-3001875,StockWatering
71685,57030.0-0-C-3001876,StockWatering
71686,57030.0-0-C-3001877,StockWatering
71687,57030.0-0-C-3001878,StockWatering
71688,57030.0-0-C-3001879,StockWatering
71689,57030.0-0-C-3001880,StockWatering
71690,57030.0-0-C-3001881,StockWatering
71691,57030.0-0-C-3001882,StockWatering
71692,57030.0-0-C-3001883,StockWatering
71693,57030.0-0-C-3001884,StockWatering
71694,57030.0-0-C-3001885,StockWatering
71695,57030.0-0-C-3001886,StockWatering
71696,57030.0-0-C-3001887,StockWatering
71697,57030.0-0-C-3001888,StockWatering
71698,57030.0-0-C-3001889,StockWatering
71699,57030.0-0-C-3001890,StockWatering
71700,57030.0-0-C-3001891,StockWatering
71701,57030.0-0-C-3001892,StockWatering
71702,57030.0-0-C-3001893,StockWatering
71703,57030.0-0-C-3001894,StockWatering
71704,57030.0-0-C-3001895,StockWatering
71705,57030.0-0-C-3001896,StockWatering
71706,57030.0-0-C-3001897,StockWatering
71707,57030.0-0-C-3001898,StockWatering
71708,57030.0-0-C-3001899,StockWatering
71709,57030.0-0-C-3005317,Domestic
71710,57030.0-0-C-3010001,StockWatering
71711,57030.0-0-C-3010002,StockWatering
71712,57030.0-0-C-3010003,StockWatering
71713,57030.0-0-C-3010004,StockWatering
71714,57030.0-0-C-3010005,StockWatering
71715,57030.0-0-C-3010006,StockWatering
71716,57030.0-0-C-3010007,StockWatering
71717,57030.0-0-C-3010008,StockWatering
71718,57030.0-0-C-3010009,StockWatering
71719,57030.0-0-C-3010010,StockWatering
71720,57030.0-0-C-3010011,StockWatering
71721,57030.0-0-C-3010012,StockWatering
71722,57030.0-0-C-3010013,StockWatering
71723,57030.0-0-C-3010014,StockWatering
71724,57030.0-0-C-3010015,StockWatering
71725,57030.0-0-C-3010016,StockWatering
71726,57030.0-0-C-3010017,StockWatering
71727,57030.0-0-C-3010018,StockWatering
71728,57030.0-0-C-3010019,StockWatering
71729,57031.0-0-C-3000834,Domestic
71730,57031.0-0-C-3001768,Agricultural
71731,57031.0-0-C-3001780,Agricultural
71732,57031.0-0-C-3005285,Agricultural
71733,57031.0-0-C-3010025,Agricultural
71734,57031.0-0-C-3010031,Agricultural
71735,57032.0-0-C-3001691,Recreation
71736,57032.0-0-C-3001692,Recreation
71737,57032.0-0-C-3001693,Recreation
71738,57032.0-0-C-3001694,Recreation
71739,57033.0-0-C-5900699,Other
71740,57038.0-0-C-4006012,Domestic
71741,570382,Domestic
71742,57039.0-0-C-4006278,Industrial
71743,570405,Other
71744,570405,Agricultural
71745,570406,Other
71746,57044,Other
71747,57044.0-0-C-3201070,Power
71748,57046,Domestic
71749,57046,Other
71750,57046,Agricultural
71751,570543,Domestic
71752,570585,Other
71753,570586,Other
71754,570587,Other
71755,57060.0-0-A-5000582,Other
71756,57060.0-0-A-5009007,Other
71757,57060.0-0-A-5303573,Other
71758,57060.0-0-A-5303641,Other
71759,57060.0-0-A-5309016,Other
71760,57060.0-0-C-4002118,Domestic
71761,570683,Other
71762,570683,Domestic
71763,57069.0-0-C-4002103,Other
71764,57073.0-0-C-3001682,Agricultural
71765,570787,Other
71766,570800,Domestic
71767,57084.0-0-A-5703683,Agricultural
71768,57084.0-0-C-5700753,Agricultural
71769,57086.0-0-C-4200868,Agricultural
71770,570876,Domestic
71771,570876,Other
71772,57089,Other
71773,57089,Domestic
71774,57092,Agricultural
71775,57092,Domestic
71776,57092,Other
71777,57093.0-0-C-3801007,Agricultural
71778,57093.0-0-C-3801934,Recreation
71779,57093.0-0-C-3801935,Recreation
71780,57093.0-0-C-3801936,Recreation
71781,57093.0-0-C-3801937,Recreation
71782,57093.0-0-C-3801938,Recreation
71783,57096.0-0-C-3600912,Agricultural
71784,57096.0-0-C-3600926,Agricultural
71785,57096.0-0-C-3600982,Agricultural
71786,57096.0-0-C-3605580,Agricultural
71787,57096.0-0-C-3605581,Agricultural
71788,57099,Domestic
71789,57099,Other
71790,57099,Agricultural
71791,57099.0-0-C-3001683,Agricultural
71792,570995,Other
71793,57101.0-0-C-4002119,Agricultural
71794,57101.0-0-C-4002121,Agricultural
71795,57101.0-0-C-4002122,Agricultural
71796,57101.0-0-C-4002123,Agricultural
71797,57102.0-0-A-4003859,Agricultural
71798,57105,Domestic
71799,57105,Other
71800,57105,Agricultural
71801,57109.0-0-C-2800515,Other
71802,57114.0-0-A-5109124,Other
71803,57114.0-0-C-3101002,Agricultural
71804,57116.0-0-C-3101010,Agricultural
71805,57120.0-0-A-3700708,Other
71806,57120.0-0-A-3701202,Other
71807,57120.0-0-A-3709104,Other
71808,57120.0-0-C-3700708,Other
71809,57120.0-0-C-3701202,Other
71810,57120.0-0-C-3709104,Other
71811,571222,Other
71812,571223,Other
71813,571223,Agricultural
71814,571223,Domestic
71815,57123.0-0-C-3817077,Other
71816,57128.0-0-A-3709119,Other
71817,57128.0-0-C-3709119,Other
71818,57130.0-0-C-2800938,Agricultural
71819,571354,Domestic
71820,57136.0-0-C-4100776,Agricultural
71821,57137.0-0-C-4002117,Agricultural
71822,57139,Other
71823,57139,Agricultural
71824,571433,Domestic
71825,57150,Domestic
71826,57150,Agricultural
71827,57150,Other
71828,57151.0-0-C-3101003,Agricultural
71829,57151.0-0-C-3201071,Agricultural
71830,57158.0-0-C-4505601,Domestic
71831,57160.0-0-C-2901048,Agricultural
71832,57160.0-0-C-6001979,Other
71833,57160.0-0-C-6001980,Other
71834,57160.0-0-C-6001981,Other
71835,57160.0-0-C-6001982,Other
71836,57160.0-0-C-6201593,Agricultural
71837,57160.0-0-C-6201859,Agricultural
71838,57160.0-0-C-6201860,Agricultural
71839,57166.0-0-C-5802790,Agricultural
71840,5717,Domestic
71841,57173.0-0-C-3001685,Agricultural
71842,57179.0-0-C-4006010,Other
71843,571811,Fire
71844,57185.0-0-C-4100740,Other
71845,57190.0-0-C-3901086,StockWatering
71846,57190.0-0-C-3901087,StockWatering
71847,57192,Domestic
71848,57192,Other
71849,57192,Agricultural
71850,57193.0-0-C-5802850,Agricultural
71851,571957,Domestic
71852,572,Domestic
71853,572,Agricultural
71854,572015,Other
71855,572068,Domestic
71856,572182,Agricultural
71857,572194,Other
71858,572213,Other
71859,572214,Other
71860,57222.0-0-C-4001489,Agricultural
71861,57222.0-0-C-4001822,Agricultural
71862,572239,Domestic
71863,57226.0-0-C-4100754,Wildlife
71864,57226.0-0-C-4100760,Wildlife
71865,57227.0-0-C-6201845,Domestic
71866,57230.0-0-C-7201766,Agricultural
71867,57235,Other
71868,57235,Agricultural
71869,572372,Agricultural
71870,572372,Domestic
71871,572445,Other
71872,572445,Agricultural
71873,572510,Other
71874,57256,Other
71875,57256,Domestic
71876,57257.0-0-C-3001686,Agricultural
71877,57261,Domestic
71878,57261,Other
71879,572680,Domestic
71880,572683,Agricultural
71881,57276.0-0-C-4002081,Agricultural
71882,57283.0-0-C-6200542,StockWatering
71883,57283.0-0-C-6200673,StockWatering
71884,572849,Domestic
71885,572867,Other
71886,572948,Domestic
71887,57296.0-0-C-3805754,Domestic
71888,57298.0-0-C-5304059,Other
71889,57298.0-0-C-5309002,Other
71890,57300,Domestic
71891,57305,Domestic
71892,57305,Other
71893,57312.0-0-A-3303806,Other
71894,57312.0-0-A-3303807,Other
71895,573122,Other
71896,573122,Agricultural
71897,573129,Agricultural
71898,57320.0-0-A-3709158,Other
71899,573282,Other
71900,573351,Domestic
71901,57340,Other
71902,57340,Domestic
71903,57340.0-0-A-5009002,Other
71904,57341.0-0-A-7703710,StockWatering
71905,57341.0-0-C-3709000,Other
71906,57341.0-0-C-3709133,Other
71907,57341.0-0-C-3817047,Other
71908,57341.0-0-C-5101081,Agricultural
71909,57341.0-0-C-5105740,Agricultural
71910,57341.0-0-C-5109135,Agricultural
71911,57343.0-0-C-3817079,Other
71912,57343.160710000004-0-C-2800950,Domestic
71913,57343.18414-0-C-5600511,StockWatering
71914,57343.18414-0-C-5600512,StockWatering
71915,57343.18414-0-C-5600513,StockWatering
71916,57343.18414-0-C-5600514,StockWatering
71917,57343.18414-0-C-5600515,StockWatering
71918,57343.187620000004-0-C-3001867,Agricultural
71919,57343.189920000004-0-C-3001158,Other
71920,57343.30843-0-C-4303182,StockWatering
71921,57343.36705-0-A-5803886,StockWatering
71922,57343.36889-0-C-7201454,StockWatering
71923,57343.37753-0-C-5301185,Agricultural
71924,57343.411029999996-0-C-3001158,Other
71925,57343.42185-0-C-6001993,Wildlife
71926,57343.4252-0-C-4001108,Other
71927,57343.4252-0-C-4002552,Other
71928,57343.42936-0-C-4402462,Agricultural
71929,57343.43981-0-C-4200873,Agricultural
71930,57343.4529-0-C-5401116,Agricultural
71931,57343.46886-0-C-6201857,Agricultural
71932,57343.47603-0-C-4002042,Agricultural
71933,57343.47998-0-C-3101014,Agricultural
71934,57343.48729-0-A-6803851,Wildlife
71935,57343.50435-0-C-5605009,Industrial
71936,57343.50435-0-C-5605010,Industrial
71937,57343.50759-0-C-3810545,Agricultural
71938,57343.50889-0-C-3801274,Agricultural
71939,57343.510120000006-0-C-5800662,Other
71940,57343.51052-0-C-4101812,Agricultural
71941,57343.51052-0-C-4101816,Agricultural
71942,57343.51052-0-C-4101817,Agricultural
71943,57343.514070000005-0-C-4002024,Agricultural
