OBJECTID,SN_ID,WBenUse
6741,11688.0-0-C-4200517,Agricultural
6742,11688.0-0-C-7800500,Agricultural
6743,11688.0-0-C-7800516,Agricultural
6744,11688.0-0-C-7800518,Agricultural
6745,11689.0-0-C-4000573,Agricultural
6746,11691.0,Domestic
6747,11693.0-0-C-4100545,Agricultural
6748,11693.0-0-C-4100655,Agricultural
6749,117.0,Agricultural
6750,1170.0,Domestic
6751,11703.0-0-C-4001258,Agricultural
6752,11709.0,Domestic
6753,11715.0-0-C-4100545,Agricultural
6754,11715.0-0-C-4100558,Agricultural
6755,11715.0-0-C-4100559,Agricultural
6756,1172.0,Domestic
6757,11722.0-0-C-4100554,Agricultural
6758,11723.0,Domestic
6759,11723.0-0-C-4000762,Agricultural
6760,117284,Domestic
6761,11729.0-0-C-4100559,Agricultural
6762,11730.0-0-C-4100558,Agricultural
6763,11739.0-0-C-7100564,Agricultural
6764,1174.0,Domestic
6765,11748.0-0-C-3001234,Agricultural
6766,11748.0-0-C-4000755,Agricultural
6767,11748.0-0-C-4100515,Agricultural
6768,11749.0-0-C-4000858,Agricultural
6769,11749.0-0-C-4000896,Agricultural
6770,11749.0-0-C-4100517,Agricultural
6771,11749.0-12-C-4000907,Agricultural
6772,11753.0-0-C-4200504,Agricultural
6773,11757.0-0-C-4100551,Agricultural
6774,11757.0-0-C-4100556,Agricultural
6775,11757.0-0-C-4100593,Agricultural
6776,11757.0-0-C-4100721,Agricultural
6777,11757.0-0-C-4100774,Agricultural
6778,11757.0-0-C-4101671,Agricultural
6779,11757.0-0-C-4101679,Agricultural
6780,11757.0-0-C-4101681,Agricultural
6781,11757.0-0-C-4101682,Agricultural
6782,11764.0-0-C-3000547,Agricultural
6783,11765.0-0-C-3000532,Agricultural
6784,11772.0-1-C-3800738,Agricultural
6785,11772.0-1-C-3801646,Agricultural
6786,11772.0-2-C-3800842,Agricultural
6787,11778.0-0-C-6100506,Agricultural
6788,11778.0-0-C-6100538,Agricultural
6789,11778.0-0-C-6105009,Agricultural
6790,11779.0-0-C-3000543,Agricultural
6791,11779.0-0-C-4000574,Agricultural
6792,11779.0-0-C-4001656,Agricultural
6793,11779.0-0-C-6800520,Agricultural
6794,11779.0-0-C-6800610,Agricultural
6795,11779.0-0-C-6800680,Agricultural
6796,11779.0-0-C-6800684,Agricultural
6797,11779.0-0-C-6800692,Agricultural
6798,11779.0-0-C-6800744,Agricultural
6799,11779.0-0-C-6800781,Agricultural
6800,11779.0-0-C-6801334,Agricultural
6801,11779.0-0-C-6805055,Domestic
6802,11780.0-0-C-5000632,Agricultural
6803,11783.0-0-C-3800732,Agricultural
6804,11789.0,Agricultural
6805,11793.0-0-C-3001836,Agricultural
6806,11793.0-0-C-3800838,Agricultural
6807,11793.0-0-C-4000854,Agricultural
6808,11794.0-0-C-3000617,Agricultural
6809,11803.0-0-C-3800816,Agricultural
6810,11803.0-0-C-3801044,Agricultural
6811,11808.0-0-C-3700561,Agricultural
6812,11808.0-0-C-3700655,Agricultural
6813,11808.0-0-C-3700728,Agricultural
6814,11808.0-0-C-3700761,Agricultural
6815,11808.0-0-C-4100556,Agricultural
6816,11808.0-0-C-4100559,Agricultural
6817,11808.0-0-C-4100568,Agricultural
6818,11808.0-0-C-4100774,Agricultural
6819,11808.0-0-C-6800701,Agricultural
6820,11808.0-3-C-3700655,Agricultural
6821,11809.0-0-C-3100526,Agricultural
6822,11809.0-0-C-3800606,Agricultural
6823,11809.0-0-C-3801268,Agricultural
6824,11809.0-0-C-6200506,Agricultural
6825,11809.0-0-C-6200572,Agricultural
6826,11809.0-0-C-6200779,Agricultural
6827,11809.0-0-C-6800505,Agricultural
6828,11809.0-0-C-6800523,Agricultural
6829,11809.0-0-C-6800573,Agricultural
6830,11809.0-0-C-6800601,Agricultural
6831,11809.0-0-C-6800624,Agricultural
6832,11809.0-0-C-6800653,Agricultural
6833,11809.0-0-C-6800679,Agricultural
6834,11809.0-0-C-6800700,Agricultural
6835,11809.0-0-C-6800741,Agricultural
6836,11809.0-0-C-6801454,Agricultural
6837,11809.0-0-C-6805085,Domestic
6838,11813.0-0-C-3000672,Agricultural
6839,11813.0-0-C-3100527,Agricultural
6840,11815.0,Other
6841,11815.0-0-C-4100569,Agricultural
6842,11815.0-0-C-4101681,Agricultural
6843,11815.0-0-C-4101682,Agricultural
6844,11818.0-0-C-3800949,Agricultural
6845,11818.0-0-C-5900520,Agricultural
6846,11818.0-0-C-6801258,Agricultural
6847,11818.0-0-C-6801504,Agricultural
6848,11818.0-0-C-6805035,Domestic
6849,11820.0-0-C-3800563,Agricultural
6850,11822.0-0-C-3801145,Agricultural
6851,11823.0-0-C-3400505,Agricultural
6852,11823.0-0-C-3400517,Agricultural
6853,11823.0-0-C-3400527,Agricultural
6854,11823.0-0-C-3400534,Agricultural
6855,11823.0-0-C-3400535,Agricultural
6856,11823.0-0-C-3400544,Agricultural
6857,11823.0-0-C-3400552,Agricultural
6858,11823.0-0-C-3400554,Agricultural
6859,11823.0-0-C-3400565,Agricultural
6860,11823.0-0-C-3400574,Agricultural
6861,11823.0-0-C-3400576,Agricultural
6862,11823.0-0-C-3400850,Agricultural
6863,11823.0-0-C-3400852,Agricultural
6864,11823.0-1-C-3800908,Agricultural
6865,11823.0-2-C-3800799,Agricultural
6866,11823.0-2-C-3801522,Agricultural
6867,11824.0-0-C-3800575,Agricultural
6868,11828.0-0-C-3400576,Agricultural
6869,11828.0-0-C-3800939,Agricultural
6870,11828.0-0-C-6200603,Agricultural
6871,11828.0-0-C-6800511,Agricultural
6872,11828.0-0-C-6800715,Agricultural
6873,11832.0-0-C-3800536,Agricultural
6874,11839.0-0-C-5100693,Agricultural
6875,11839.0-0-C-5900617,Other
6876,11839.0-0-C-5900655,Other
6877,11839.0-0-C-7104675,Agricultural
6878,11840.0-0-C-3000659,Agricultural
6879,11840.0-0-C-3600541,Agricultural
6880,11840.0-0-C-3600617,Agricultural
6881,11840.0-0-C-5900651,Agricultural
6882,11840.0-0-C-5901660,Municipal
6883,11840.0-0-C-6001408,Municipal
6884,11840.0-0-C-6800634,Agricultural
6885,11840.0-0-C-6800637,Agricultural
6886,11840.0-0-C-6800710,Municipal
6887,11840.0-0-C-6800747,Agricultural
6888,11840.0-1-C-3800989,Agricultural
6889,11840.0-2-C-3800613,Agricultural
6890,11840.0-3-C-3801110,Agricultural
6891,11840.0-4-C-3800691,Agricultural
6892,11840.0-4-C-3800810,Agricultural
6893,11840.0-4-C-3801522,Agricultural
6894,11840.0-5-C-3800691,Agricultural
6895,11840.0-5-C-3800811,Agricultural
6896,11840.0-5-C-3801522,Agricultural
6897,11848.0-0-C-4400579,Agricultural
6898,11849.0-0-C-3600691,Agricultural
6899,11849.0-0-C-3601106,Agricultural
6900,11849.0-0-C-5900535,Agricultural
6901,11854.0-0-C-3001074,Agricultural
6902,11854.0-2-C-3800667,Other
6903,11854.0-2-C-3800817,Agricultural
6904,11854.0-2-C-3801928,Agricultural
6905,11854.0-2-C-3810539,Agricultural
6906,11859.0-0-C-3800824,Agricultural
6907,11859.0-0-C-6200732,Agricultural
6908,11869.0-0-C-6200670,Agricultural
6909,11870.0-0-C-6200754,Agricultural
6910,11880.0-0-C-3800573,Agricultural
6911,11881.0,Other
6912,11885.0,Domestic
6913,1189.0,Domestic
6914,11891.0-0-C-7100593,Agricultural
6915,11896.0,Other
6916,119.0,Other
6917,11900.0-0-C-5900549,Agricultural
6918,11900.0-0-C-5900593,Agricultural
6919,11901.0-0-C-3100528,Agricultural
6920,11901.0-0-C-6800502,Agricultural
6921,11902.0-0-C-3100528,Agricultural
6922,11909.0-0-C-4500584,Agricultural
6923,11912.0,Domestic
6924,11936.0-1-C-5101186,Agricultural
6925,11936.0-2-C-5100648,Agricultural
6926,1194.0,Domestic
6927,11962.0-0-C-3600508,Agricultural
6928,11962.0-0-C-3600819,Agricultural
6929,11962.0-0-C-3800615,Agricultural
6930,11962.0-0-C-3801145,Agricultural
6931,11962.0-0-C-4100534,Agricultural
6932,11962.0-0-C-4100555,Agricultural
6933,11964.0-0-C-3801921,Agricultural
6934,11969.0-0-C-3700823,Agricultural
6935,11973.0-0-C-4100572,Agricultural
6936,11981.0-0-C-3800528,Agricultural
6937,11981.0-0-C-3806495,Agricultural
6938,1199.0,Domestic
6939,11993.0-0-C-4100543,Agricultural
6940,11993.0-0-C-4100554,Agricultural
6941,11993.0-0-C-6800511,Agricultural
6942,11996.0,Domestic
6943,11999.0-0-C-4100534,Agricultural
6944,1200.0,Domestic
6945,12002.0-0-C-6200583,Agricultural
6946,1201.0,Other
6947,12013.0-0-C-4100534,Agricultural
6948,12023.0,Agricultural
6949,1203.0,Agricultural
6950,1204.0,Domestic
6951,120472,Domestic
6952,120472,Other
6953,12053.0-0-C-7200558,Agricultural
6954,12053.0-0-C-7700530,Agricultural
6955,12053.0-0-C-7800569,Agricultural
6956,12053.0-1-C-5105221,Municipal
6957,12053.0-1-C-5105222,Municipal
6958,12053.0-1-C-5105223,Municipal
6959,12053.0-1-C-5105224,Municipal
6960,12053.0-1-C-5105225,Municipal
6961,12053.0-1-C-5105226,Municipal
6962,12053.0-1-C-5105493,Municipal
6963,12053.0-2-C-5100715,Agricultural
6964,12056.0,Domestic
6965,12071.0,Other
6966,120760,Domestic
6967,120760,Other
6968,120761,Other
6969,1208.0,Domestic
6970,12082.0,Domestic
6971,12086.0,Domestic
6972,12088.0-0-C-4000590,Agricultural
6973,12095.0,Domestic
6974,12099.0-0-C-3801911,Agricultural
6975,1210.0,Domestic
6976,12104.0-0-C-4100573,Agricultural
6977,1211.0,Domestic
6978,12113.0-0-C-3700699,Agricultural
6979,12113.0-0-C-4500549,Agricultural
6980,12113.0-0-C-6200605,Agricultural
6981,12113.0-0-C-7200605,Agricultural
6982,12114.0-0-C-4100712,Agricultural
6983,1212.0,Other
6984,12122.0-0-C-4400707,Agricultural
6985,12122.0-1-C-3900672,Agricultural
6986,12122.0-2-C-3900990,Agricultural
6987,12124.0,Domestic
6988,12127.0-0-C-4500538,Agricultural
6989,1213.0,Domestic
6990,12132.0-0-C-4400610,Agricultural
6991,12132.0-0-C-4400859,Agricultural
6992,12140.0,Domestic
6993,12142.0-0-C-4500533,Agricultural
6994,12142.0-0-C-4500548,Agricultural
6995,12142.0-0-C-4500629,Agricultural
6996,12142.0-0-C-4501145,Agricultural
6997,12142.0-0-C-5700508,Agricultural
6998,12143.0-0-C-6200673,Agricultural
6999,12144.0,Domestic
7000,12144.0-0-C-3700761,Agricultural
7001,12144.0-0-C-4301021,Agricultural
7002,12144.0-1-C-3900661,Agricultural
7003,12144.0-1-C-3900695,Agricultural
7004,12144.0-1-C-3900810,Agricultural
7005,12144.0-2-C-3900883,Agricultural
7006,12145.0-0-C-3000543,Agricultural
7007,12145.0-0-C-4301081,Agricultural
7008,12148.0-0-C-3801032,Agricultural
7009,12148.0-0-C-3801481,Agricultural
7010,12153.0-0-C-5900532,Agricultural
7011,12158.0-0-C-3001008,Agricultural
7012,12158.0-0-C-5100519,Agricultural
7013,12158.0-0-C-5700509,Agricultural
7014,12158.0-0-C-5700592,Agricultural
7015,12158.0-0-C-5700628,Agricultural
7016,12158.0-0-C-5701220,Agricultural
7017,12158.0-1-C-3800616,Agricultural
7018,12162.0-0-C-3900677,Agricultural
7019,12162.0-0-C-3900903,Other
7020,12163.0-0-C-5300533,Agricultural
7021,12163.0-0-C-5300763,Agricultural
7022,12167.0-0-C-3600501,Agricultural
7023,12168.0-0-C-3400524,Agricultural
7024,1217.0,Domestic
7025,12170.0,Domestic
7026,12172.0,Domestic
7027,12173.0-0-C-3800573,Agricultural
7028,12173.0-0-C-5100820,Agricultural
7029,12173.0-0-C-5900527,Agricultural
7030,12173.0-0-C-6100502,Agricultural
7031,12174.0-0-C-3000585,Agricultural
7032,12174.0-0-C-3000626,Agricultural
7033,12174.0-0-C-3000685,Agricultural
7034,12174.0-0-C-3100530,Agricultural
7035,12174.0-0-C-3400576,Agricultural
7036,12174.0-0-C-3801633,Agricultural
7037,12174.0-0-C-4001025,Agricultural
7038,12174.0-0-C-4200504,Agricultural
7039,12174.0-0-C-5000653,Agricultural
7040,12174.0-0-C-5600561,Agricultural
7041,12174.0-0-C-6200639,Agricultural
7042,12174.0-0-C-6800652,Agricultural
7043,12174.0-0-C-6800729,Agricultural
7044,12174.0-1-C-5200675,Agricultural
7045,12174.0-2-C-5200596,Agricultural
7046,12175.0-0-C-3801242,Agricultural
7047,12178.0-0-C-4001051,Agricultural
7048,12178.0-0-C-4001232,Agricultural
7049,12182.0-0-C-4000774,Agricultural
7050,12183.0-0-C-3801136,Agricultural
7051,12183.0-0-C-3801672,Domestic
7052,12183.0-0-C-6800610,Agricultural
7053,12185.0-0-C-4500751,Agricultural
7054,12187.0-0-C-4300578,Agricultural
7055,12187.0-0-C-4300579,Agricultural
7056,12187.0-0-C-4300969,Agricultural
7057,12188.0-0-C-3001003,Agricultural
7058,12188.0-0-C-3001019,Agricultural
7059,12188.0-0-C-3001517,Agricultural
7060,12188.0-0-C-3001706,Agricultural
7061,12188.0-0-C-3010026,Agricultural
7062,12188.0-0-C-3400505,Agricultural
7063,12188.0-0-C-3400508,Agricultural
7064,12188.0-0-C-3400525,Agricultural
7065,12188.0-0-C-3400534,Agricultural
7066,12188.0-0-C-3400543,Agricultural
7067,12188.0-0-C-3400554,Agricultural
7068,12188.0-0-C-3400576,Agricultural
7069,12188.0-0-C-3700539,Agricultural
7070,12188.0-0-C-5900588,Agricultural
7071,1219.0,Domestic
7072,12190.0-0-C-3901025,Agricultural
7073,12191.0-0-C-3601137,Municipal
7074,12191.0-0-C-3601139,Municipal
7075,12195.0-0-C-3400527,Agricultural
7076,12195.0-0-C-3400554,Agricultural
7077,12196.0-0-C-3400554,Agricultural
7078,12196.0-0-C-5000526,Agricultural
7079,12198.0-0-C-5800596,Agricultural
7080,12198.0-0-C-5800643,Agricultural
7081,12198.0-0-C-5800777,Agricultural
7082,12198.0-0-C-5800945,Agricultural
7083,12199.0-0-C-3600828,Agricultural
7084,122.0,Domestic
7085,1220.0,Domestic
7086,12203.0-0-C-3600721,Agricultural
7087,12204.0-0-C-6100502,Agricultural
7088,12204.0-0-C-7100595,Agricultural
7089,12204.0-0-C-7104675,Agricultural
7090,12205.0-0-C-3600819,Agricultural
7091,12205.0-0-C-3600826,Agricultural
7092,12205.0-0-C-3900701,Agricultural
7093,12205.0-0-C-4100546,Agricultural
7094,12205.0-0-C-4300858,Agricultural
7095,12205.0-0-C-4400661,Agricultural
7096,12205.0-0-C-4500621,Agricultural
7097,12205.0-0-C-6000618,Agricultural
7098,12205.0-0-C-6200536,Agricultural
7099,12205.0-0-C-6200580,Agricultural
7100,12205.0-0-C-6200670,Agricultural
7101,12205.0-0-C-6200713,Agricultural
7102,12205.0-0-C-6200742,Agricultural
7103,12205.0-0-C-6800511,Agricultural
7104,12205.0-0-C-6800668,Agricultural
7105,12205.0-0-C-6800716,Agricultural
7106,12205.0-0-C-6800717,Agricultural
7107,12209.0-0-C-5000574,Agricultural
7108,12210.0-0-C-5100596,Agricultural
7109,12210.0-0-C-5800821,Agricultural
7110,12211.0-0-C-4300789,Agricultural
7111,12218.0,Other
7112,12218.0-0-C-3800949,Agricultural
7113,12218.0-0-C-5800921,Agricultural
7114,12219.0-0-C-3001014,Agricultural
7115,12219.0-0-C-5000515,Agricultural
7116,12219.0-0-C-5900643,Agricultural
7117,12220.0-0-C-3801025,Agricultural
7118,12221.0-0-C-3600597,Agricultural
7119,12224.0-0-C-3700699,Agricultural
7120,12224.0-0-C-5300527,Agricultural
7121,1223.0,Domestic
7122,12232.0-0-C-3800989,Agricultural
7123,12234.0-0-C-5300825,Agricultural
7124,12234.0-0-C-5900680,Agricultural
7125,12235.0-0-C-3600763,Agricultural
7126,12235.0-0-C-5300639,Agricultural
7127,12235.0-0-C-6201519,Agricultural
7128,12235.0-0-C-7000572,Agricultural
7129,12236.0-0-C-3801031,Agricultural
7130,12236.0-0-C-3801552,Agricultural
7131,12237.0-0-C-5300648,Agricultural
7132,12237.0-0-C-5701057,Agricultural
7133,12239.0-0-C-6800754,Agricultural
7134,12247.0-0-C-5100710,Agricultural
7135,12249.0-0-C-3600656,Agricultural
7136,12250.0-0-C-3600720,Agricultural
7137,12254.0-0-C-3800908,Agricultural
7138,12257.0-0-C-3800655,Agricultural
7139,12265.0-0-C-5300514,Agricultural
7140,12266.0-0-C-3801051,Agricultural
7141,12269.0-0-C-4000919,Agricultural
7142,12269.0-0-C-4000923,Agricultural
7143,12276.0-0-C-4000918,Agricultural
7144,12276.0-0-C-4000929,Agricultural
7145,12276.0-0-C-4000935,Agricultural
7146,12280.0-0-C-5300745,Agricultural
7147,12285.0-0-C-3800613,Agricultural
7148,12285.0-0-C-4000926,Agricultural
7149,12285.0-0-C-4400689,Agricultural
7150,12285.0-0-C-4402371,Agricultural
7151,12296.0-0-C-3600810,Agricultural
7152,12296.0-0-C-3600813,Agricultural
7153,12296.0-0-C-5105221,Municipal
7154,12296.0-0-C-5105222,Municipal
7155,12296.0-0-C-5105223,Municipal
7156,12296.0-0-C-5105224,Municipal
7157,12296.0-0-C-5105225,Municipal
7158,12296.0-0-C-5105226,Municipal
7159,12296.0-0-C-5105493,Municipal
7160,12297.0-0-C-5300677,Agricultural
7161,12297.0-0-C-6200641,Agricultural
7162,12297.0-0-C-6200653,Agricultural
7163,12297.0-0-C-6200727,Agricultural
7164,12297.0-0-C-6200783,Agricultural
7165,12297.0-0-C-6201709,Agricultural
7166,12299.0,Other
7167,12327.0-0-C-3600966,Agricultural
7168,12327.0-0-C-3801969,Agricultural
7169,12327.0-0-C-3801970,Agricultural
7170,12327.0-0-C-4000528,Agricultural
7171,12327.0-0-C-4000544,Agricultural
7172,12327.0-0-C-5900629,Agricultural
7173,12327.0-0-C-5900630,Agricultural
7174,12327.0-0-C-5900632,Agricultural
7175,12327.0-0-C-6800579,Agricultural
7176,1233.0,Other
7177,12331.0-0-C-6100506,Agricultural
7178,12331.0-0-C-6100507,Agricultural
7179,12335.0-0-C-4000520,Domestic
7180,12335.0-0-C-4000557,Agricultural
7181,12350.0-0-C-4005196,Domestic
7182,12358.0-0-C-4000609,Agricultural
7183,12359.0-0-C-3801994,Agricultural
7184,12362.0-0-C-3903600,Agricultural
7185,12365.0-0-C-4500550,Agricultural
7186,1237.0,Domestic
7187,12370.0-0-C-4001130,Agricultural
7188,12370.0-0-C-4001155,Agricultural
7189,12370.0-0-C-4001191,Domestic
7190,12374.0-0-C-5700603,Agricultural
7191,12377.0-0-C-3900668,Agricultural
7192,12392.0-0-C-3001011,Agricultural
7193,12397.0-0-C-4100509,Agricultural
7194,12398.0-0-C-4000983,Agricultural
7195,1240.0,Domestic
7196,12402.0-0-C-4100572,Agricultural
7197,12407.0-0-C-4000747,Agricultural
7198,12407.0-0-C-5200658,Agricultural
7199,12410.0,Other
7200,12412.0-0-C-4100517,Agricultural
7201,124164,Other
7202,124164,Domestic
7203,12418.0-0-C-2800667,Agricultural
7204,12418.0-0-C-2900588,Agricultural
7205,12418.0-0-C-3100531,Agricultural
7206,12418.0-0-C-3805620,Domestic
7207,12418.0-0-C-6100502,Agricultural
7208,12418.0-0-C-6100508,Agricultural
7209,12418.0-1-C-5100818,Agricultural
7210,12418.0-2-C-5100565,Agricultural
7211,12418.0-3-C-5100586,Agricultural
7212,12418.0-3-C-5100696,Agricultural
7213,12421.0-0-C-3100532,Agricultural
7214,12425.0-0-C-6100506,Agricultural
7215,12425.0-0-C-6100507,Agricultural
7216,12425.0-0-C-6100590,Agricultural
7217,1243.0,Agricultural
7218,124431,Other
7219,124432,Other
7220,124432,Mining
7221,124433,Other
7222,124434,Other
7223,12444.0,Domestic
7224,124443,Other
7225,124445,Other
7226,124448,Domestic
7227,124450,Domestic
7228,124450,Other
7229,124453,Domestic
7230,124453,Agricultural
7231,124454,Other
7232,12464.0-0-C-3900525,Agricultural
7233,12464.0-0-C-3900959,Industrial
7234,12467.0,Domestic
7235,12467.0-0-C-4000935,Agricultural
7236,12477.0-0-C-7000580,Agricultural
7237,12478,Agricultural
7238,12478,Other
7239,12479.0-0-C-3000580,Agricultural
7240,12479.0-0-C-3700601,Agricultural
7241,12479.0-0-C-3801911,Agricultural
7242,12488.0-0-C-4500685,Agricultural
7243,1249,Agricultural
7244,1249,Other
7245,12493.0-0-C-3001228,Agricultural
7246,12493.0-0-C-4000550,Agricultural
7247,12496.0-0-A-4103650,Agricultural
7248,12496.0-0-A-4103759,Agricultural
7249,12498.0-0-C-6800720,Agricultural
7250,125,Industrial
7251,125,Domestic
7252,12503.0-0-C-4000755,Agricultural
7253,12503.0-0-C-4000773,Agricultural
7254,12503.0-0-C-4000778,Agricultural
7255,12503.0-0-C-4001265,Agricultural
7256,12509.0-0-C-5300790,Agricultural
7257,12510.0-0-C-3800816,Agricultural
7258,12510.0-0-C-3801044,Agricultural
7259,12510.0-0-C-4000524,Agricultural
7260,12510.0-0-C-5300745,Agricultural
7261,12510.0-0-C-5900766,Agricultural
7262,12512.0-1-C-4500710,Agricultural
7263,12514.0-0-C-4100683,Agricultural
7264,12514.0-0-C-4101672,Agricultural
7265,12514.0-0-C-4101673,Agricultural
7266,12514.0-0-C-4101674,Agricultural
7267,12514.0-0-C-4101675,Agricultural
7268,12514.0-0-C-4101676,Agricultural
7269,12514.0-0-C-4101677,Agricultural
7270,12514.0-0-C-4101678,Agricultural
7271,12514.0-0-C-4101682,Agricultural
7272,125183,Domestic
7273,12519.0-0-C-3801480,Agricultural
7274,12519.0-0-C-3801903,Agricultural
7275,12519.0-0-C-4100506,Agricultural
7276,12519.0-0-C-6000831,Agricultural
7277,12519.0-0-C-6001518,Agricultural
7278,1252,Domestic
7279,1252,Agricultural
7280,12520.0-0-C-7200532,Agricultural
7281,12522.0-0-C-3900574,Agricultural
7282,12522.0-0-C-3900645,Agricultural
7283,12522.0-0-C-7000505,Agricultural
7284,12522.0-0-C-7000527,Agricultural
7285,12522.0-0-C-7000614,Agricultural
7286,12522.0-0-C-7000615,Agricultural
7287,12522.0-0-C-7000616,Agricultural
7288,12522.0-0-C-7000617,Agricultural
7289,12524.0-0-C-4100568,Agricultural
7290,12524.0-0-C-4100774,Agricultural
7291,12524.0-0-C-4101680,Agricultural
7292,12526.0-0-C-3800868,Agricultural
7293,12526.0-0-C-3806305,Agricultural
7294,12529.0-0-C-4300849,Agricultural
7295,12535.0-0-C-4500637,Agricultural
7296,12538.0-0-C-3700723,Agricultural
7297,12539,Domestic
7298,12539,Agricultural
7299,12539.0-0-C-4300752,Agricultural
7300,1254,Municipal
7301,1254,Agricultural
7302,12540.0-0-C-3700567,Agricultural
7303,12540.0-0-C-3900536,Agricultural
7304,12540.0-0-C-5800602,Agricultural
7305,12540.0-0-C-5900546,Agricultural
7306,12540.0-0-C-6200525,Agricultural
7307,12540.0-0-C-6200689,Agricultural
7308,12540.0-0-C-6800643,Agricultural
7309,12540.0-1-C-3800568,Agricultural
7310,12540.0-2-C-3801031,Agricultural
7311,12540.0-2-C-3801552,Agricultural
7312,12541.0-0-C-4500562,Agricultural
7313,12541.0-0-C-4500702,Agricultural
7314,12542.0-0-C-4000733,Agricultural
7315,12543.0-0-C-3801919,Agricultural
7316,12545,Domestic
7317,12545,Agricultural
7318,12549.0-0-C-3800719,Agricultural
7319,12549.0-0-C-4300701,Agricultural
7320,12549.0-0-C-6100502,Agricultural
7321,12554.0-0-C-3400505,Agricultural
7322,12554.0-0-C-3400517,Agricultural
7323,12554.0-0-C-3400552,Agricultural
7324,12554.0-0-C-3400565,Agricultural
7325,12554.0-0-C-3400850,Agricultural
7326,12554.0-0-C-3600611,Agricultural
7327,12554.0-0-C-3600613,Agricultural
7328,12554.0-1-C-3800955,Agricultural
7329,12554.0-1-C-3801790,Agricultural
7330,12554.0-1-C-3801952,Agricultural
7331,12554.0-1-C-3802002,Other
7332,12554.0-2-C-3800655,Agricultural
7333,12554.0-2-C-3801522,Agricultural
7334,12554.0-3-C-3800914,Agricultural
7335,12555.0-0-C-6800778,Agricultural
7336,12559.0-0-C-4100726,Agricultural
7337,12559.0-0-C-5800748,Agricultural
7338,12559.0-0-C-6200734,Agricultural
7339,12559.0-0-C-6800683,Agricultural
7340,12559.0-0-C-6800749,Agricultural
7341,12559.0-0-C-6801387,Agricultural
7342,12559.0-1-C-3800951,Agricultural
7343,12561.0-0-C-4500528,Agricultural
7344,12566.0-0-C-5800907,Agricultural
7345,1257,Agricultural
7346,1257,Domestic
7347,12570,Domestic
7348,12570,Agricultural
7349,12570.0-0-C-3600782,Agricultural
7350,12570.0-0-C-3800575,Agricultural
7351,12570.0-0-C-6000707,Agricultural
7352,12570.0-0-C-6100502,Agricultural
7353,12571.0-0-C-3400505,Agricultural
7354,12571.0-0-C-3400554,Agricultural
7355,12571.0-0-C-3400562,Agricultural
7356,12571.0-0-C-3900569,Agricultural
7357,12571.0-0-C-5900558,Agricultural
7358,12571.0-0-C-5900691,Agricultural
7359,12571.0-0-C-5905067,Municipal
7360,12571.0-0-C-5905321,Domestic
7361,12571.0-0-C-5905562,Industrial
7362,12571.0-0-C-5905898,Domestic
7363,12571.0-0-C-6800513,Agricultural
7364,12571.0-0-C-6800622,Agricultural
7365,12571.0-0-C-6800624,Agricultural
7366,12571.0-0-C-6800786,Agricultural
7367,12571.0-0-C-7800539,Agricultural
7368,12571.0-1-C-3700801,Agricultural
7369,12573.0-0-C-5900725,Agricultural
7370,12575.0-0-C-3801145,Agricultural
7371,12578.0-0-C-3900539,Agricultural
7372,1258,Municipal
7373,1258,Domestic
7374,12582.0-0-C-5800661,Agricultural
7375,12582.0-0-C-5803000,Agricultural
7376,12584.0-0-C-5800879,Agricultural
7377,12585.0-0-C-3001211,Agricultural
7378,12585.0-0-C-3001212,Agricultural
7379,12585.0-0-C-3706062,Agricultural
7380,12585.0-0-C-4500572,Agricultural
7381,12585.0-0-C-5100921,Agricultural
7382,12586.0-0-C-5800643,Agricultural
7383,12586.0-0-C-5800945,Agricultural
7384,12588.0-0-C-3700532,Agricultural
7385,1259,Domestic
7386,12590.0-0-C-3800568,Agricultural
7387,12590.0-0-C-4100501,Agricultural
7388,12590.0-0-C-5100522,Agricultural
7389,12590.0-0-C-5100714,Agricultural
7390,12599.0-0-C-3801268,Agricultural
7391,12600.0-0-C-2900550,Agricultural
7392,12600.0-0-C-5000550,Agricultural
7393,12600.0-0-C-5100587,Agricultural
7394,12600.0-0-C-7700559,Agricultural
7395,12601.0-0-C-3400574,Agricultural
7396,12601.0-0-C-4400651,Agricultural
7397,12604.0-0-C-3800575,Agricultural
7398,12604.0-0-C-3801471,Agricultural
7399,126152,Domestic
7400,126152,Other
7401,12620.0-0-C-5300763,Agricultural
7402,12628,Other
7403,12628,Domestic
7404,126293,Domestic
7405,1263,Domestic
7406,1263,Wildlife
7407,12631.0-0-C-5900707,Agricultural
7408,12632.0-0-C-3400543,Agricultural
7409,12632.0-0-C-3400580,Agricultural
7410,12639.0-0-C-7200941,Agricultural
7411,12641.0-0-C-3801149,Agricultural
7412,12641.0-0-C-7000502,Agricultural
7413,12641.0-0-C-7000596,Agricultural
7414,12641.0-0-C-7000597,Agricultural
7415,12641.0-0-C-7000638,Agricultural
7416,12646.0-0-C-3800576,Agricultural
7417,12646.0-0-C-6200736,Agricultural
7418,12649.0-0-C-7200919,Agricultural
7419,12656.0-0-C-3801823,Agricultural
7420,12656.0-0-C-5300521,Agricultural
7421,12659.0-0-C-5300555,Agricultural
7422,12662.0-0-C-5900622,Agricultural
7423,12663.0-0-C-3800872,Agricultural
7424,12663.0-1-C-5300745,Agricultural
7425,12663.0-2-C-5300679,Agricultural
